id,createdAt,updatedAt,profileApproved,subscriptionActive,typeOfBusiness,companyType,companyNameEn,companyNameEs,contactNameEn,contactNameEs,streetAddress,city,state,zipCode,mobilePhoneNumber,officePhoneNumber,emailAddress,websiteUrl,image,rating,reviewsEn,reviewsEs,experience,languagesEn,languagesEs,educationEn,educationEs,specialtiesEn,specialtiesEs,consultationFeeEn,consultationFeeEs,bioEn,bioEs,videoConsultation,featured
,,,,,legal,Immigration Attorney,Fehlig Law Firm,,Edward K Fehlig Jr.,,"3002 South Jefferson Avenue,  Suite 207",St. Louis,MO,63118,(314) 359-5690,(314) 359-5690,contact@fehliglaw.com,https://www.fehliglaw.com,https://images.unsplash.com/photo-1531891437562-4301cf35b7e4?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,4.7,28,,23,English,,St. Mary's University School of Law,,Immigration; Criminal; Personal Injury,,Free Consultation,,"Edward K Fehlig Jr. has 23 years of experience in immigration, criminal, and personal injury law. Based in St. Louis, he offers free consultations to all potential clients.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,Magdy Law,,Andrew Magdy,,2702 Macklind Avenue,Saint Louis,MO,63139,(314) 802-8328,(314) 802-8328,contact@magdylaw.com,https://www.magdylaw.com,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,4.6,36,,16,English,,Michigan State University,,Immigration; Bankruptcy; Tax; Traffic Tickets,,Paid Consultation,,"Andrew Magdy practices immigration, bankruptcy, tax, and traffic ticket law in Saint Louis. With 16 years of experience, he provides comprehensive legal services to clients throughout the area.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,Haque Law Office,,Arif Haque,,2859 Sidney Street,Saint Louis,MO,63104,(314) 435-9866,(314) 435-9866,contact@haquelaw.com,https://www.haquelaw.com,https://images.unsplash.com/photo-1506794778202-cad84cf45f1d?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,4.8,42,,20,English,,Washington University School of Law,,Immigration,,Paid Consultation,,"Arif Haque has 20 years of experience practicing immigration law in Saint Louis. A graduate of Washington University School of Law, he provides specialized immigration services to clients throughout the region.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Hacking Law Practice,,Mr. James O. Hacking III,,34 N Gore Ave #101,St Louis,MO,63119,(314) 325-1724,(314) 325-1724,jim@hackinglawpractice.com,https://www.hackinglawpractice.com,https://images.unsplash.com/photo-1472099645785-5658abf4ff4e?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,4.9,87,,27,English,,Saint Louis University School of Law,,Immigration,,Paid Consultation,,James O. Hacking III brings 27 years of experience to his immigration law practice in St. Louis. He is dedicated to helping immigrants navigate the complex U.S. immigration system.,,TRUE,TRUE
,,,,,legal,Immigration Attorney,Liberg Law,,"Nadezhda ""Nadia"" Liberg",,"4625 Lindell Blvd.,  Suite 200-300",St. Louis,MO,63108,(631) 565-7003,(631) 565-7003,nadia@liberglawfirm.com,https://www.liberglawfirm.com,https://images.unsplash.com/photo-1598641795816-a84ac9eac40c?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,4.7,31,,8,English; Russian,,St. John's University School of Law,,Immigration; Personal Injury,,Paid Consultation,,"Nadezhda ""Nadia"" Liberg specializes in immigration and personal injury law in St. Louis. She offers video consultations and is fluent in both English and Russian.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,Tripathi Law Office,,Abhinav Tripathi,,"1067 N Mason Road,  Suite 4",St Louis,MO,63141,(314) 416-8000,(314) 416-8000,contact@tripathilaw.com,https://www.tripathilaw.com,https://images.unsplash.com/photo-1560250097-0b93528c311a?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,4.5,24,,8,English; Hindi,,Chanakya National Law University,,Immigration,,Free Consultation,,Abhinav Tripathi has 8 years of experience practicing immigration law in St. Louis. He offers free consultations and is fluent in both English and Hindi.,,FALSE,FALSE
,,,,,legal,Immigration Attorney,Carnes Law,,Thomas Richard Carnes,,3827 Gustine Avenue,St Louis,MO,63116,(314) 664-1001,(314) 664-1001,contact@carneslaw.com,https://www.carneslaw.com,https://images.unsplash.com/photo-1519085360753-af0119f7cbe7?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,4.7,29,,31,English,,University of Missouri - Columbia,,Immigration; Business; DWI; Family,,Free Consultation,,"Thomas Richard Carnes has 31 years of experience practicing immigration, business, DWI, and family law in St. Louis. He offers free consultations to all potential clients.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Mahadevan Law,,Nalini Shivram Mahadevan,,"222 S. Central Ave.,  Suite 901",St. Louis,MO,63105,(314) 746-4860,(314) 746-4860,contact@mahadevanlaw.com,https://www.mahadevanlaw.com,https://images.unsplash.com/photo-1573497019940-1c28c88b4f3e?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,4.8,35,,22,English,,University of Missouri - Kansas City,,Immigration; Estate Planning,,Paid Consultation,,"Nalini Shivram Mahadevan specializes in immigration and estate planning law in St. Louis. With 22 years of experience, she provides comprehensive legal services to clients throughout the area.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,Akano Law,,Yolanda Akano,,"5615 Pershing,  Suite 20",St. Louis,MO,63112,(314) 932-5558,(314) 932-5558,contact@akanolaw.com,https://www.akanolaw.com,https://images.unsplash.com/photo-1508214751196-bcfd4ca60f91?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,4.6,19,,15,English,,Washington University School of Law,,Immigration; Business,,Paid Consultation,,Yolanda Akano practices immigration and business law in St. Louis. She provides specialized legal services to clients throughout the region.,,FALSE,FALSE
,,,,,legal,Immigration Attorney,Tripathi Law Office,,Rachel Martin,,"1067 N. Mason Rd.,  Suite 4",St. Louis,MO,63141,(314) 416-8000,(314) 416-8000,rmartin@tripathilaw.com,https://www.tripathilaw.com,https://images.unsplash.com/photo-1499952127939-9bbf5af6c51c?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,4.5,12,,5,English,,Saint Louis University School of Law,,Immigration,,Paid Consultation,,"Rachel Martin has 5 years of experience practicing immigration law in St. Louis. A graduate of Saint Louis University School of Law, she works with the Tripathi Law Office.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,Morina Law,,Greta Morina,,3245 Lemay Ferry Rd.,Saint Louis,MO,63125,(314) 200-5714,(314) 200-5714,contact@morinalaw.com,https://www.morinalaw.com,https://images.unsplash.com/photo-1519037609819-82616fb00178?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,4.3,16,,9,English; Albanian,,Saint Louis University School of Law,,Immigration,,Paid Consultation,,"Greta Morina specializes in immigration law in Saint Louis. She is fluent in both English and Albanian, serving a diverse client base throughout the region.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Cho Law Firm,,Susan Cho,,11330 S 40 Dr,St. Louis,13,-2555,(314) 983-2555,(314) 983-2555,contact@cholawfirm.com,https://www.cholawfirm.com,https://images.unsplash.com/photo-1610631066750-facb4ee86fb3?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,4.9,43,,25,English; Korean,,University of Missouri - St. Louis,,Immigration,,Paid Consultation,,"Susan Cho has 25 years of experience practicing immigration law in St. Louis. She is fluent in both English and Korean, providing specialized legal services to clients throughout the area.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,The Plaza in Clayton,,Melissa Nissenholtz,,The Plaza in Clayton Office Tower,St. Louis,MO,63105,(314) 480-1868,(314) 480-1868,contact@nissenholtlaw.com,https://www.nissenholtlaw.com,https://images.unsplash.com/photo-1489424731084-a5d8b219a5bb?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,4.7,27,,14,English,,University of Virginia School of Law,,Immigration; Employment; Family; International,,Paid Consultation,,"Melissa Nissenholtz practices immigration, employment, family, and international law in St. Louis. A graduate of the University of Virginia School of Law, she provides comprehensive legal services from her office in the Plaza in Clayton.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,McBride Law,,Benjamin A McBride,,1627 S. Campbell Ave.,Springfield,MO,65807,(417) 324-7580,(417) 324-7580,contact@mcbridelaw.com,https://www.mcbridelaw.com,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,4.6,22,,18,English,,Oklahoma City University School of Law,,Immigration; Criminal; DWI; Traffic Tickets,,Free Consultation,,"Benjamin A McBride has 18 years of experience practicing immigration, criminal, DWI, and traffic ticket law in Springfield. He offers free consultations to all potential clients.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,Graf Law,,Erin A Graf,,2429 South Campbell Avenue,Springfield,MO,65807,(417) 823-3883,(417) 823-3883,contact@graflaw.com,https://www.graflaw.com,https://images.unsplash.com/photo-1573497019940-1c28c88b4f3e?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,4.7,29,,20,English,,Washburn University School of Law,,Immigration; Criminal; Divorce; Family,,Paid Consultation,,"Erin A Graf has 20 years of experience in immigration, criminal, divorce, and family law. Based in Springfield, she provides comprehensive legal services to clients throughout Missouri.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Grosser Law,,Robert Allen Grosser,,1240 E Independence St,Springfield,MO,65804,(417) 864-4700,(417) 864-4700,contact@grosserlaw.com,https://www.grosserlaw.com,https://images.unsplash.com/photo-1519085360753-af0119f7cbe7?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,4.8,34,,30,English,,University of Missouri,,Immigration; Divorce; Family; Juvenile,,Paid Consultation,,"Robert Allen Grosser brings 30 years of experience to his immigration, divorce, family, and juvenile law practice in Springfield. He provides specialized legal services to clients throughout Missouri.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,Rowe-Dages Law,,Teresa Ann Rowe-Dages,,506 South Main Street,Joplin,MO,64801,(417) 221-3221,(417) 221-3221,contact@rowedageslaw.com,https://www.rowedageslaw.com,https://images.unsplash.com/photo-1598641795816-a84ac9eac40c?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,4.5,19,,11,English,,University of Missouri - Kansas City,,Immigration,,Paid Consultation,,"Teresa Ann Rowe-Dages specializes exclusively in immigration law in Joplin. With 11 years of experience, she provides dedicated legal services to clients throughout the region.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Jones Law,,Preston L Jones,,"1201 NW Briarcliff Pkwy,  Second Floor",Kansas City,MO,64116,(816) 873-5534,(816) 873-5534,contact@joneslaw.com,https://www.joneslaw.com,https://images.unsplash.com/photo-1472099645785-5658abf4ff4e?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,4.7,26,,14,English,,SMU Dedman School of Law,,Immigration; Criminal; DWI,,Paid Consultation,,"Preston L Jones practices immigration, criminal, and DWI law in Kansas City. A graduate of SMU Dedman School of Law, he brings 14 years of experience to his legal practice.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,King Family Law,,Maya King,,"1401 Iron Street,  Suite 200",North Kansas City,MO,64116,(913) 717-7112,(913) 717-7112,contact@kingfamilylaw.com,https://www.kingfamilylaw.com,https://images.unsplash.com/photo-1489424731084-a5d8b219a5bb?ixlib=rb-1.2.1&auto=format&fit=facearea&facepad=2&w=256&h=256&q=80,4.6,24,,10,English,,University of Minnesota Law School,,Immigration; Family,,Paid Consultation,,"Maya King specializes in immigration and family law in North Kansas City. A graduate of the University of Minnesota Law School, she has 10 years of experience providing dedicated legal services.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,Border Crossing Law Firm,,Shahid Haque,,"7 W 6th Ave,  Suite 2A",Helena,MT,59624,(888) 595-2004,(888) 595-2004,info@bordercrossinglaw.com,https://bordercrossinglaw.com,https://images.unsplash.com/photo-1560250097-0b93528c311a?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=1287&q=80,4.9,48,,20,English,,"Chicago-Kent College of Law, Illinois Institute of Technology",,Immigration; Deportation Defense; Citizenship; Green Cards,,Consultation Fee Applies,,"Mr. Haque is an experienced immigration attorney focusing exclusively on immigration and nationality law. He has represented clients in a wide range of immigration matters before the immigration courts, USCIS, and consular posts abroad.",,TRUE,TRUE
,,,,,legal,Immigration Attorney,Crowley Fleck PLLP,,Gregory F. Dorrington,,"900 N. Last Chance Gulch,  Suite 200",Helena,MT,59601,(406) 449-4165,(406) 449-4165,gdorrington@crowleyfleck.com,https://www.crowleyfleck.com,https://images.unsplash.com/photo-1556157382-97eda2f9e2bf?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=1170&q=80,4.7,32,,17,English,,Vermont Law School,,Immigration; Administrative Law; Environmental Law; Business Immigration,,Consultation Fee Applies,,"Gregory Dorrington is an attorney with Crowley Fleck PLLP, focusing on immigration, administrative, and environmental law matters. He assists businesses and individuals with various immigration needs.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,Okeyo Law Office,,Moses O. Okeyo,,610 Woody Street,Missoula,MT,59802,(208) 241-8194,(208) 241-8194,moses@okeyolaw.com,https://okeyolaw.com,https://images.unsplash.com/photo-1573497620053-ea5300f94f21?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=1170&q=80,4.6,26,,10,English,,Indiana University - Bloomington,,Immigration; DUI; Divorce; Family Law,,Free Consultation,,"Moses Okeyo practices immigration law with a focus on family-based immigration, deportation defense, and naturalization. He also handles DUI, divorce, and family law matters.",,FALSE,FALSE
,,,,,legal,Immigration Attorney,Caudle Immigration,,Randall Lloyd Caudle,,"400 W Broadway St,  Ste 101 # 504",Missoula,MT,59802,(406) 247-0272,(406) 247-0272,randy@caudleimmigration.com,https://caudleimmigration.com,https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=1287&q=80,4.8,52,,30,English; Spanish,,Whittier College School of Law,,Immigration; Family-Based Immigration; Business Immigration; Naturalization,,Consultation Fee Applies,,"Randall Caudle has devoted his career to immigration law, with over 30 years of experience helping individuals and families navigate the complex immigration system. He provides personalized representation to clients throughout Montana.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,Flann Law Firm,,Christopher Flann,,8400 Clark Road,Shepherd,MT,59079,(406) 373-9828,(406) 373-9828,chris@flannlawfirm.com,https://flannlawfirm.com,https://images.unsplash.com/photo-1542190072-49d1f2f25f83?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=1287&q=80,4.7,38,,28,English,,University of Montana School of Law,,Immigration; Asylum; Removal Defense; Family Immigration,,Consultation Fee Applies,,Christopher Flann is a Montana native who has been practicing immigration law for over 28 years. He handles a wide range of immigration matters with a focus on complex cases and appeals.,,FALSE,FALSE
,,,,,legal,Immigration Attorney,Luttschwager Law Firm,,Alice Luttschwager,,401 North 31st Street,Billings,MT,59101,(406) 252-2166,(406) 252-2166,alice@luttschwagerlaw.com,https://luttschwagerlaw.com,https://images.unsplash.com/photo-1563122870-6b0b48a0af09?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=1287&q=80,4.5,30,,8,English; German,,University of Montana School of Law,,Immigration; Appeals; Bankruptcy; International Law,,Consultation Fee Applies,,"Alice Luttschwager practices immigration law, appeals, bankruptcy, and international law. She is dedicated to providing comprehensive legal services to immigrants in Montana and surrounding areas.",,TRUE,FALSE
,,,,,legal,Immigration Attorney,McKinnon Immigration Law,,Ashley Fiona McKinnon,,465 Orchard Ridge Rd,Kalispell,MT,59901,(406) 261-0130,(406) 261-0130,ashley@mckinnonimmigration.com,https://mckinnonimmigration.com,https://images.unsplash.com/photo-1580894732444-8ecded7900cd?ixlib=rb-4.0.3&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=1170&q=80,4.6,34,,16,English; French,,University of Montana School of Law,,Immigration; Family-Based Immigration; Employment-Based Immigration; Naturalization,,Free Consultation,,"Ashley McKinnon focuses exclusively on immigration law, serving clients throughout northwest Montana. With 16 years of experience, she handles both family-based and employment-based immigration matters.",,TRUE,FALSE
